station_id,name,lat,lon,capacity,is_charging_station
7098,Riverdale Park South (Broadview Ave),43.667819,-79.35347,15,False
7099,Mill St / Cherry St,43.65141432968699,-79.35680471562972,39,False
7100,Dundas St E / Regent Park Blvd,43.660207,-79.361275,27,False
7101,Lower Sherbourne St / The Esplanade,43.648655,-79.367061,27,False
7102,Nelson St / Duncan St,43.648711,-79.389728,26,False
7103,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663,33,False
7104,King St E / River St,43.656784782853144,-79.35627385059036,15,False
7105,Queen St E / Sackville St,43.6561111,-79.36138888888888,15,False
7106,Mill St / Tannery Rd,43.652151817184,-79.35458218097422,23,False
7107,Cherry St / Distillery Ln,43.650279,-79.356832,15,False
7109,Seaton St / Dundas St E - SMART,43.658777,-79.369596,32,False
7110,Queen St E / Berkeley St,43.6552778,-79.36583333333333,14,False
7111,King St W / Douro St,43.640885,-79.416379,11,False
7112,Liberty St / Fraser Ave Green P,43.637981,-79.424146,19,False
7113,Parliament St / Aberdeen Ave,43.665278,-79.368333,15,False
7114,Carlton St / Parliament St,43.664524,-79.36793,27,False
7115,Howard St / Sherbourne St,43.6712581,-79.376367,31,False
7116,Bloor St E / Parliament St,43.671946102001826,-79.37245115337294,19,False
7117,Castle Frank Subway Station,43.67418030086386,-79.36795839711793,19,False
7118,King St W / Bay St (East Side),43.648575,-79.380042,19,False
7119,Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,15,False
7120,Gerrard St E / River St,43.663993,-79.358534,11,False
7121,Jarvis St / Dundas St E,43.657266,-79.374756,27,False
7122,Niagara St / Tecumseth St,43.641389,-79.404444,15,False
7123,420 Wellington St W,43.643834,-79.396649,15,False
7124,Dundas St E / Broadview Ave,43.662365,-79.351104,19,False
7126,Yonge St / Yorkville Ave,43.671944,-79.387778,17,False
7127,Bay St / Scollard St,43.672152,-79.39018,15,False
7128,Yonge St / Aylmer Ave,43.675492,-79.388858,23,False
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273,11,False
7130,Davenport Rd / Bedford Rd,43.674446,-79.398331,15,False
7131,Taddle Creek Park,43.66986,-79.398443,15,False
7132,Kendal Ave / Spadina Rd,43.670318,-79.405181,9,False
7133,Summerhill Subway Station,43.68201189061227,-79.39130701852416,11,False
7135,Hanna Ave / Liberty St,43.638608601636705,-79.41965437361068,35,False
7137,Davenport Rd / Bathurst St,43.676667,-79.416111,15,False
7138,Davenport Rd / Christie St,43.675278,-79.423889,27,False
7139,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556,15,False
7140,Macpherson Ave / Spadina Rd,43.675791,-79.40698,15,False
7141,Bridgman Ave / Kendal Ave,43.675556,-79.410278,15,False
7142,Bridgman Ave / Bathurst St,43.674444,-79.414722,15,False
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317,15,False
7144,Palmerston Ave / Vermont Ave,43.671389,-79.416389,15,False
7146,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,19,False
7147,King St W / Fraser Ave,43.6394444,-79.42527777777778,15,False
7148,King St W / Joe Shuster Way,43.639444,-79.423611,23,False
7149,Yarmouth Rd / Christie St,43.67,-79.42083333333333,11,False
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,19,False
7151,Essex St / Christie St,43.6686111,-79.42027777777778,18,False
7152,Ossington Ave / Bloor St W,43.66171041271702,-79.42559160724657,11,False
7153,Bloor St W / Christie St,43.6638889,-79.41888888888889,18,False
7154,Bathurst Subway Station,43.6666667,-79.41166666666668,23,False
7155,Bathurst St / Lennox St,43.663808,-79.410491,19,False
7156,Salem Ave / Bloor St W,43.6608333,-79.43166666666667,15,False
7157,Dufferin St / Bloor St W,43.66083333333333,-79.43583333333333,23,False
7158,King St W / Stafford St,43.6422222,-79.41111111111111,15,False
7160,King St W / Tecumseth St,43.64333333333333,-79.40555555555557,19,False
7161,Beverley St / College St,43.6575,-79.39527777777778,23,False
7162,Hayter St / La Plante Ave,43.6591666666667,-79.3855555555556,23,False
7164,Gould St / Yonge St (TMU),43.657424,-79.381019,23,False
7168,Queens Quay / Yonge St,43.641646,-79.375308,47,False
7169,Front St W / Bay St (North Side),43.646162,-79.378912,11,False
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889,15,False
7171,Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,27,False
7172,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,19,False
7173,Cariboo Ave / Railpath Trail,43.66666667,-79.45833333333334,19,False
7174,Bloor St W / Dundas St W,43.65659717619002,-79.4515374491519,15,False
7175,HTO Park (Queens Quay W),43.63796,-79.387502,27,False
7176,Bathurst St / Fort York Blvd,43.639179,-79.399595,19,False
7178,Dundas St W / Edna Ave,43.657192,-79.452559,15,False
7180,Lansdowne Subway Station,43.65922918158098,-79.44320901022282,23,False
7181,Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,15,False
7182,Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556,19,False
7183,St Clarens Ave / College St,43.651238,-79.43868,15,False
7184,Ossington Ave / College St,43.6544915,-79.422634,11,False
7188,Atlantic Ave / Liberty St,43.637695491830144,-79.42023184193503,35,False
7189,Augusta Ave / Denison Sq,43.653766,-79.4016759,15,False
7190,St. George St / Hoskin Ave,43.6637403,-79.39806449999999,15,False
7191,Central Tech  (Harbord St),43.661975,-79.407896,10,False
7192,Harbord St / Clinton St,43.660414,-79.415646,15,False
7193,Dufferin St / Queen St W,43.64309687937765,-79.42875613770637,15,False
7195,Ulster St / Bathurst St,43.66,-79.4088888888889,10,False
7196,Roxton Rd / Harbord St,43.65905,-79.422988,10,False
7197,Queen St W / Dovercourt Rd,43.6438602,-79.4227573,11,False
7198,Queen St W / Cowan Ave,43.64089724173822,-79.43283582518329,19,False
7199,College St / Markham St,43.6563888888889,-79.4091666666667,19,False
7202,York St / Queen St W (City Hall),43.65160619179464,-79.38404693334348,27,False
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253,34,False
7204,College St / Crawford St,43.655,-79.418889,19,False
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222,15,False
7206,Claremont St / Dundas St W,43.651281,-79.411717,13,False
7207,Dundas St W / Crawford St,43.649722,-79.416944,47,False
7208,80 Clinton St,43.656296,-79.414663,15,False
7209,Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889,19,False
7210,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305555555555,15,False
7216,Ordnance Park,43.6409957,-79.40966630000001,21,False
7217,Soho St / Queen St W,43.649649714291584,-79.39372141352654,15,False
7220,Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,19,False
7221,High Park Subway Station,43.6543604,-79.4655296,11,False
7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823,27,False
7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053,12,False
7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,23,False
7225,Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763,19,False
7226,Lake Shore Blvd W / The Boulevard Club,43.636731,-79.444966,19,False
7227,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304,31,False
7228,King St W / Wilson Park Blvd,43.6372958,-79.4423237,19,False
7229,2201 Dundas St W ,43.6534268,-79.4512787,11,True
7230,Garden Ave / Roncesvalles Ave,43.643769,-79.447915,19,False
7231,Wright Ave / Sorauren Ave - SMART,43.646677,-79.442741,18,False
7232,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223,16,False
7233,King St W / Cowan Ave - SMART,43.637922,-79.431734,16,False
7234,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842,19,False
7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655,16,False
7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325,24,False
7237,Ward St / Wallace Ave,43.662857,-79.44618,15,False
7238,Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,16,False
7239,Bloor St W / Manning Ave - SMART,43.663912,-79.416124,42,False
7240,Bloor St W / Shaw St - SMART,43.662403,-79.423098,34,False
7242,Lake Shore Blvd W / Ontario Dr,43.630254,-79.420317,35,False
7244,Dufferin Gate - SMART,43.633473,-79.425679,16,False
7246,Yonge St / Bloor St,43.669969,-79.386532,19,False
7247,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486,12,False
7248,Baldwin St / Spadina Ave - SMART,43.654905,-79.398448,20,False
7249,144 Harrison St,43.651145,-79.423742,51,True
7250,Ursula Franklin St / St. George St - SMART,43.660296,-79.397107,16,False
7252,Robert St / Bloor St W - SMART,43.665846,-79.404998,18,False
7253,John St  / Mercer St - SMART,43.6461,-79.3895,12,False
7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838,12,False
7257,Dundas St W / St. Patrick St,43.6545174,-79.3895315,19,False
7258,Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,15,False
7259,Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192,19,False
7260,Spadina Ave / Adelaide St W,43.6472019,-79.3953394,15,False
7261,Queens Quay E / Lower Sherbourne St,43.645215,-79.364898,27,False
7262,Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684,16,False
7264,Bloor St E / Huntley St - SMART,43.671535,-79.379173,18,False
7265,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,12,False
7266,Victoria Park Subway Station - SMART,43.695101521988285,-79.28970303201599,12,False
7267,Dundas St E / Pembroke St ,43.658295,-79.372346,15,False
7268,111 Bond St (North of Dundas St E)  - SMART,43.656927,-79.378497,16,False
7269,Toronto Eaton Centre (Yonge St) - SMART,43.655431,-79.380653,20,False
7270,Church St / Dundas St E - SMART,43.657024,-79.377257,20,False
7271,Yonge St / Alexander St - SMART,43.662862,-79.383572,18,False
7272,Yonge St / Dundonald St ,43.66596010067729,-79.38461360978698,27,False
7273,Bay St / Charles St W - SMART,43.668153,-79.38891,20,False
7276,Bloor St W / Balmuto St,43.66981064282057,-79.38801106873031,11,False
7277,Chorley Park - SMART,43.6856,-79.3718,20,False
7278,Mallon Ave / Jones Ave -SMART,43.66587,-79.33443,15,False
7279,Rosehill Ave / Avoca Ave - SMART,43.687999,-79.38906,16,False
7281,Charles St W / Balmuto St - SMART,43.668427,-79.38725,24,False
7282,Adelaide St W / Bay St,43.650152,-79.379856,23,False
7283,Front St W / Bay St (South Side),43.64595,-79.378761,19,False
7284,University Ave / King St W - SMART,43.6477785,-79.3847928,24,False
7285,Spadina Ave / Harbord St - SMART,43.6629228,-79.4018451,36,False
7286,Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055,18,False
7287,Queen St E / Pape Ave - SMART,43.661673,-79.337789,15,False
7288,Humber Bay Shores Park West,43.6224434,-79.480284,30,False
7289,Humber Bay Shores Park East,43.6308933,-79.4722622,23,False
7291,190 Queens Quay E,43.64542671204133,-79.36520838800558,15,False
7292,Granby St / Church St - SMART,43.6614605,-79.37894570000002,24,False
7296,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235,19,False
7297,Havelock St / Dufferin Park,43.657343,-79.43112,19,False
7298,Bathurst St / Adelaide St W,43.645324,-79.40345,25,False
7299,Mill St / Parliament St,43.650256,-79.36163,15,False
7301,Primrose Ave / Davenport Rd,43.67142,-79.445947,15,False
7302,Winona Dr / Davenport Rd,43.674923,-79.430465,11,False
7303,Queen St E / Woodward Ave,43.665269,-79.319796,43,False
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,False
7311,Sherbourne St / Isabella St,43.669576,-79.375961,19,False
7312,Amelia St / Sumach St,43.66852,-79.363525,11,False
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,29,False
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,False
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,False
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,False
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,39,False
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,27,False
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,False
7320,Front St W / University Ave (1),43.6451635,-79.3831757,19,False
7321,Front St W / University Ave (2),43.6452972,-79.3827914,19,False
7322,East Liberty St / Western Battery Rd,43.6392777,-79.4115736,19,False
7323,457 King St W,43.6452091,-79.3960744,19,False
7324,King St W / Charlotte St,43.645572,-79.39399,23,False
7326,Davenport Rd / Lansdowne Ave,43.671526,-79.44874,19,False
7329,Crawford St / Queen St W,43.645665,-79.415345,19,False
7331,Coxwell Ave / Plains Rd,43.69595,-79.328535,19,False
7332,200 Bloor St E,43.671561,-79.38117,23,False
7333,King St E / Victoria St,43.6495789,-79.3762096,19,False
7334,Simcoe St / Wellington St W (North),43.646460210460226,-79.38557721964341,15,False
7335,Bay St / Bloor St W (West Side),43.669244,-79.3894,19,False
7336,Queen St E / Alton Av,43.663912,-79.327987,19,False
7337,Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673,23,False
7338,Logan Ave / Bain Ave,43.6720273,-79.3470557,19,False
7339,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789,15,False
7340,Blake St / Boultbee Ave,43.672453,-79.338259,15,False
7341,Eastern Ave / Winnifred Ave,43.6592088,-79.3348396,15,False
7342,Morse St / Eastern Ave,43.657991,-79.340075,11,False
7343,Alton Ave / Dundas St E (Greenwood Park),43.66745,-79.329408,43,False
7344,Cherry Beach,43.637764,-79.345359,49,False
7345,Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,30,False
7346,Logan Ave / Gerrard St E,43.6672144,-79.3452697,23,False
7347,Regal Rd / Dufferin St,43.673939,-79.441159,15,False
7348,Pape Ave / Gamble Ave,43.690237,-79.350119,19,False
7349,Gamble Ave / Broadview Ave,43.689211,-79.35438,23,False
7350,Broadview Ave / Westwood Ave,43.6848652,-79.356602,23,False
7351,Pretoria Ave / Broadview Ave,43.6783213,-79.35822,19,False
7352,Cosburn Ave / Donlands Ave,43.690537,-79.341307,19,False
7353,Fulton Ave / Pape Ave,43.68395,-79.347046,19,False
7354,Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,31,False
7355,Beltline Trail / Chaplin Cres,43.704461,-79.423122,11,False
7356,King St E / Berkeley St,43.651885,-79.3649,31,False
7357,Lake Shore Blvd E / Leslie St,43.659195,-79.329196,19,False
7358,Galbraith Rd / King's College Rd,43.6603874468082,-79.39537831814152,17,False
7359,Rosedale Park (20 Scholfield Ave),43.682645,-79.377557,23,False
7360,Concord Ave / Dewson St,43.656945,-79.424911,17,False
7361,Hocken Ave / Vaughan Rd,43.6817346,-79.4184725,19,False
7362,St. Clair Ave W / Bathurst St,43.683296,-79.418734,19,False
7363,Wells Hill Ave / St. Clair Ave W,43.683351,-79.41562,15,False
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,35,False
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,61,False
7366,Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792,20,False
7367,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822,16,False
7368,Lisgar St / Dundas St W - SMART,43.6493472,-79.42668,8,False
7371,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,20,False
7373,George St / King St E,43.6509552,-79.3707,15,False
7374,Frederick St / The Esplanade,43.6487245,-79.36839,19,False
7375,Front St E / Scott St,43.6476616,-79.37549,11,False
7376,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045,19,False
7377,Balliol St / Yonge St - SMART,43.6978701,-79.39419,36,False
7378,Yonge St / Davisville Ave,43.6975969,-79.39654,15,False
7379,Lawton Blvd / Yonge St,43.6910667,-79.39535,15,False
7380,Erskine Ave / Yonge St SMART,43.7112153,-79.39894,16,False
7381,Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,35,False
7382,Simcoe St / Adelaide St W,43.6481303,-79.38632,27,False
7383,12 Harbour St,43.6425636,-79.3762,15,False
7384,Cumberland St / Bay St -  SMART,43.6704537,-79.39014,9,False
7385,20 Charles St E,43.6691099,-79.38551,33,True
7386,D'Arcy St / McCaul St - SMART,43.655227,-79.39201,15,False
7387,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,12,False
7388,Broadview Subway Station,43.6772,-79.35858,15,False
7389,College Park - Gerrard Entrance,43.658938,-79.383518,25,False
7391,Yonge St / Dundas Sq,43.655766,-79.3802,31,False
7395,Dentonia Park,43.694341,-79.291416,23,False
7398,York St / Lake Shore Blvd W,43.641952,-79.380723,19,False
7399,Lower Jarvis St / Queens Quay E,43.64422,-79.36927,19,False
7400,Polson Pier,43.641675,-79.354006,23,False
7403,Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355,19,False
7404,Roehampton Ave / Mount Pleasant Rd,43.70942,-79.39139,19,False
7407,University Ave / Queen St W,43.65052424212547,-79.38672702579497,23,False
7409,Isabella St / Church St,43.66834,-79.38235,27,False
7410,Howard St / Rose Ave,43.671278,-79.372127,19,False
7411,Little Norway Park,43.635023,-79.399505,23,False
7412,King St W / Crawford St,43.6417852,-79.4131148,23,False
7414,Keele St / Annette St,43.66402,-79.46418,15,False
7415,Keele St / Vine Ave,43.66686,-79.46526,23,False
7416,Spadina Ave / Blue Jays Way,43.641705,-79.393295,31,False
7417,King St W / Jordan St,43.648928,-79.378623,11,False
7418,College Park - Yonge St Entrance,43.65988,-79.38279,25,False
7419,Bloor St W / Huron St,43.667023,-79.401805,27,False
7420,Barton Ave / Howland Ave - SMART,43.66842,-79.410585,27,False
7422,Tyndall Ave / King St W - SMART,43.638426,-79.429142,16,False
7424,Merton St / Mount Pleasant Rd,43.697588,-79.388998,11,False
7425,The Queensway at South Kingsway,43.63632,-79.47307,23,False
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,41,False
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,43,False
7429,Woodbine Subway Station,43.686442,-79.313404,15,False
7430,Marilyn Bell Park Tennis Court,43.633537,-79.437461,27,False
7431,Gerrard St E / Leslie St,43.669813,-79.3335,25,False
7432,Frederick St / King St E,43.651118,-79.369411,47,False
7433,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,15,False
7434,91 Via Italia,43.67665014253828,-79.44503029755326,39,True
7435,Rushton Rd / St. Clair Ave W,43.68114,-79.4277,10,False
7437,Concord Ave / Bloor St W,43.66189,-79.42679,15,False
7438,Gothic Ave / Quebec Ave,43.65389,-79.4675,19,False
7441,Pacific Ave / Glenlake Ave,43.65716,-79.46478,22,False
7442,Lonsdale Rd / Spadina Rd,43.688526,-79.412903,14,False
7444,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,20,False
7445,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,19,False
7446,Orchard Park,43.66908,-79.3149,25,False
7447,Trent Ave / Danforth Ave,43.689293,-79.295895,23,False
7448,Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,19,False
7449,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,15,False
7450,Carlaw Ave / Danforth Ave,43.678248142816344,-79.34709655456162,15,False
7451,Western Battery Rd / Pirandello St,43.640075,-79.414156,29,False
7452,Bleecker St / St James Ave,43.669232,-79.374495,23,False
7453,Jarvis St / Maitland Pl,43.6647688,-79.3772602,17,False
7454,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,15,False
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,27,False
7457,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,23,False
7458,Church St / Lombard St,43.651678,-79.375233,17,False
7459,St. Clair Ave W / Winona Dr,43.680466,-79.432522,11,False
7460,High Park Outdoor Pool,43.650154,-79.464934,27,False
7461,High Park Amphitheatre,43.646251,-79.46472,22,False
7462,Richmond St E / Yonge St,43.651838,-79.378743,17,False
7465,Russell Hill Rd / St. Clair Ave W,43.685569,-79.408019,19,False
7466,Glendonwynne Rd / Bloor St W,43.65182,-79.47421,19,False
7467,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,15,False
7468,Front St W / Simcoe St,43.644480035433915,-79.38698781349183,27,False
7469,York St / Wellington St W (1) ,43.646734,-79.38301,22,False
7471,2300 Lakeshore Blvd W,43.61868,-79.48674,15,True
7473,Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,15,False
7474,Clarence Square,43.64407,-79.3929,23,False
7475,Jarvis St / Richmond St E,43.652777,-79.372637,19,False
7476,Symington Ave / Dupont St,43.665538,-79.451263,15,False
7477,Antler St / Campbell Ave - SMART,43.664182,-79.449066,20,False
7478,Ellis Ave / The Queensway,43.63855,-79.46693,19,False
7479,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,15,False
7480,Neil McLellan Park,43.65143,-79.47779,14,False
7483,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12,False
7484,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,16,False
7485,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,15,False
7486,Gerrard St E / Main St,43.684261,-79.299332,22,False
7487,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,16,False
7488,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11,False
7489,Sumach St  / Queen St E,43.656638,-79.358749,19,False
7492,Cherry St / Lake Shore Blvd E,43.64827015761016,-79.35651733677065,15,False
7493,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12,False
7494,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12,False
7496,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,20,False
7497,128 Sterling Rd - SMART,43.654004,-79.444792,20,False
7501,Humberside Grounds - SMART,43.65917,-79.46997,20,False
7502,University Ave / College St (East),43.65995,-79.38964,16,False
7503,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,20,False
7504,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,16,False
7505,Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,20,False
7506,Berkeley St / Adelaide St E - SMART,43.653268712095425,-79.36481974767595,12,False
7508,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,20,False
7514,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,63,False
7515,Amos Waites Park,43.613606,-79.4883535,27,False
