station_id,external_id,name,physical_configuration,lat,lon,altitude,address,capacity,is_charging_station,rental_methods,groups,obcn,short_name,nearby_distance,_ride_code_support,rental_uris,post_code,is_valet_station,cross_street,_valet_station_details
7017,f8ab715f-e9c7-11ef-984e-124c66246c7d,Widmer St / Adelaide St W - SMART,SMARTMAPFRAME,43.647547634759206,-79.39155200496292,0.0,Widmer St / Adelaide St W,12,False,"['key', 'transitcard', 'phone']","['South', 'Fort York - Entertainment District']",647-631-9958,647-631-9958,500.0,True,{},M5V 1J9,,,
7018,f8ab73f6-e9c7-11ef-984e-124c66246c7d,Bremner Blvd / Rees St,REGULAR,43.641529,-79.386741,,Bremner Blvd / Rees St,48,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",647-669-0947,647-669-0947,500.0,True,{},,False,Bremner Blvd / Rees St,
7019,f8ab7671-e9c7-11ef-984e-124c66246c7d,Temperance St Station,VAULT,43.650945,-79.379498,,Temperance St. Station,55,False,"['key', 'transitcard', 'phone']","['Valet Stations', 'South', 'Financial District']",9 Temperance St .,9 Temperance St .,500.0,True,{},M5H 1Y6,False,,
7020,f8ab796c-e9c7-11ef-984e-124c66246c7d,Phoebe St / Spadina Ave,REGULAR,43.650033,-79.396555,,Phoebe St / Spadina Ave,33,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",647-621-5766,647-621-5766,500.0,True,{},,,,
7021,f8acb80a-e9c7-11ef-984e-124c66246c7d,Bay St / Albert St,REGULAR,43.653264,-79.382458,,Bay St / Albert St,63,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-643-9652,647-643-9652,500.0,True,{},,,,
7023,f8ad026d-e9c7-11ef-984e-124c66246c7d,College St / Borden St,REGULAR,43.6571,-79.4056,,College St / Borden St,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'College St - Harbord St']",647-643-9629,647-643-9629,500.0,True,{},,,,
7024,f8ad04fa-e9c7-11ef-984e-124c66246c7d,Dundonald St / Church St,REGULAR,43.66663,-79.38148,0.0,Dundonald St / Church St,38,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Church Wellesley / Yorkville']",647-631-9859,647-631-9859,500.0,True,{},,,,
7025,f8ad0779-e9c7-11ef-984e-124c66246c7d,Ted Rogers Way / Bloor St E,VAULT,43.671293,-79.380471,,Ted Rogers Way / Bloor St E,27,False,"['key', 'transitcard', 'phone']","['East', 'Church Wellesley / Yorkville']",647-631-9970,647-631-9970,500.0,True,{},,,,
7026,f8ad0a28-e9c7-11ef-984e-124c66246c7d,Bay St / St. Joseph St,REGULAR,43.665527,-79.387499,,Bay St / St. Joseph St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'U of T - Hospital Row']",416-666-0783,416-666-0783,500.0,True,{},,,,
7027,f8ad0c95-e9c7-11ef-984e-124c66246c7d,Beverley St / Dundas St W,REGULAR,43.652823,-79.393388,,Beverley  St / Dundas St W,31,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",647-621-6739,647-621-6739,500.0,True,{},,,,
7028,f8ad0ee6-e9c7-11ef-984e-124c66246c7d,Gould St / Mutual St,VAULT,43.6582,-79.3768,,Gould St / Mutual St,31,False,"['key', 'transitcard', 'phone']","['South', 'Financial District']",416-560-7261,416-560-7261,500.0,True,{},,,,
7029,f8ad113b-e9c7-11ef-984e-124c66246c7d,Bay St / Bloor St W (East Side),REGULAR,43.66943,-79.38915,,1199 Bay St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['North', 'Church Wellesley / Yorkville']",647-669-3457,647-669-3457,500.0,True,{},M6G1X2,,,
7030,f8ad1392-e9c7-11ef-984e-124c66246c7d,Bay St / Wellesley St W,REGULAR,43.664088,-79.387095,,Bay St / Wellesley St W,35,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'U of T - Hospital Row']",647-643-9612,647-643-9612,1609.34,True,{},,False,,
7031,f8ad15ed-e9c7-11ef-984e-124c66246c7d,Jarvis St / Isabella St,VAULT,43.668991,-79.379385,,Jarvis St / Isabella St,39,False,"['key', 'transitcard', 'phone']","['East', 'Church Wellesley / Yorkville']",416-569-7503,416-569-7503,500.0,True,{},,False,,
7032,f8ad1836-e9c7-11ef-984e-124c66246c7d,Augusta Ave / Dundas St W,REGULAR,43.652473,-79.401456,,Augusta Ave / Dundas St W,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'College St - Harbord St']",647-622-8139,647-622-8139,500.0,True,{},,,,
7033,f8ad1af4-e9c7-11ef-984e-124c66246c7d,Union Station,REGULAR,43.645609,-79.380386,1.0,Union Station,43,False,"['key', 'transitcard', 'creditcard', 'phone']","['Valet Stations', 'South', 'Financial District']",647-620-1494,647-620-1494,500.0,True,{},M5J1E3,,,
7034,f8ad1d3d-e9c7-11ef-984e-124c66246c7d,Church St / Bloor St E,REGULAR,43.671389,-79.382919,,Church St / Bloor St E,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['North', 'Church Wellesley / Yorkville']",437-992-7029,437-992-7029,500.0,True,{},,,11,
7035,f8ad1fd2-e9c7-11ef-984e-124c66246c7d,Queen St W / Ossington Ave,REGULAR,43.643975,-79.419576,,Queen St W / Ossington Ave,43,False,"['key', 'transitcard', 'creditcard', 'phone']","['West', 'Liberty Village - Queen West']",416-371-6632,416-371-6632,500.0,True,{},,,,
7036,f8ad222f-e9c7-11ef-984e-124c66246c7d,Trinity St /Front St E,REGULAR,43.651318,-79.36023,,Trinity St / Front St E,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",416-816-5603,416-816-5603,500.0,True,{},,,,
7037,f8af0ce1-e9c7-11ef-984e-124c66246c7d,Bathurst St / Dundas St W,VAULT,43.65220761646196,-79.4055689857289,,Bathurst St / Dundas St W,41,False,"['key', 'transitcard', 'phone']","['South', 'College St - Harbord St']",647-621-8042,647-621-8042,500.0,True,{},M5T 2S3,,,
7038,f8af1118-e9c7-11ef-984e-124c66246c7d,Dundas St W / Yonge St,REGULAR,43.656094,-79.381484,,Dundas St W / Yonge St,31,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-643-9714,647-643-9714,500.0,True,{},,,,
7039,f8af1407-e9c7-11ef-984e-124c66246c7d,Simcoe St / Michael Sweet Ave,REGULAR,43.652327224103,-79.3882538196087,0.0,Simcoe St / Michael Sweet Ave,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-202-6089,647-202-6089,500.0,True,{},M5T3M3,,,
7040,f8af169a-e9c7-11ef-984e-124c66246c7d,Euclid Ave / Bloor St W,REGULAR,43.664467,-79.414783,,Euclid Ave / Bloor St W,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['West', 'Bloor St W / Annex']",416-565-9380,416-565-9380,500.0,True,{},,,,
7041,f8af196e-e9c7-11ef-984e-124c66246c7d,Edward St / Yonge St,REGULAR,43.656729,-79.382736,,Edward St / Yonge St,23,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-643-9697,647-643-9697,500.0,True,{},,,,
7042,f8af1c16-e9c7-11ef-984e-124c66246c7d,Sherbourne St / Wellesley St E,VAULT,43.6673,-79.374,,Sherbourne St / Wellesley St E,31,False,"['key', 'transitcard', 'phone']","['East', 'Church Wellesley / Yorkville']",416-804-0543,416-804-0543,500.0,True,{},,,,
7043,f8af1ede-e9c7-11ef-984e-124c66246c7d,Queens Quay W / Lower Simcoe St,REGULAR,43.63951,-79.383717,,Queens Quay W / Lower Simcoe St,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",647-204-1380,647-204-1380,500.0,True,{},,,,
7044,f8af2198-e9c7-11ef-984e-124c66246c7d,Church St / Alexander St,REGULAR,43.663722,-79.380288,,Church St / Alexander St,35,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Church Wellesley / Yorkville']",647-618-1341,647-618-1341,500.0,True,{},,,,
7045,f8af257c-e9c7-11ef-984e-124c66246c7d,Bond St / Queen St E,REGULAR,43.653236,-79.376716,,Bond St / Queen St E,37,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-629-0639,647-629-0639,500.0,True,{},,False,,
7046,f8af27f8-e9c7-11ef-984e-124c66246c7d,Niagara St / Richmond St W,REGULAR,43.64534,-79.409597,,Niagara St / Richmond St W,42,False,"['key', 'transitcard', 'creditcard', 'phone']","['West', 'Liberty Village - Queen West']",647-643-9655,647-643-9655,500.0,True,{},,,,
7047,f8af2a5b-e9c7-11ef-984e-124c66246c7d,University Ave / Gerrard St W (East Side),REGULAR,43.657763,-79.389165,,University Ave / Gerrard St W,25,False,"['key', 'transitcard', 'creditcard', 'phone']","['Valet Stations', 'South', 'U of T - Hospital Row']",647-643-9690,647-643-9690,500.0,True,{},,False,,
7048,f8b05e12-e9c7-11ef-984e-124c66246c7d,Front St W / Yonge St (Hockey Hall of Fame),REGULAR,43.646322912152456,-79.37746467249836,,Front St W / Yonge St (Hockey Hall of Fame),47,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-204-0984,647-204-0984,500.0,True,{},,,,
7049,f8b0623d-e9c7-11ef-984e-124c66246c7d,Portland St / Queen St W,REGULAR,43.6476,-79.4015,,Queen St W / Portland St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",647-624-3144,647-624-3144,500.0,True,{},,,,
7050,f8b06500-e9c7-11ef-984e-124c66246c7d,Richmond St E / Jarvis St Green P,ELECTRICBIKESTATION,43.652634,-79.374222,,Richmond St E / Jarvis St Green P,16,True,"['key', 'transitcard', 'creditcard', 'phone']","['E-Charging ', 'South']",416-602-5376,416-602-5376,500.0,True,{},,,,
7052,f8b069fc-e9c7-11ef-984e-124c66246c7d,Wellington St W / Bay St,VAULT,43.647259,-79.379878,,Wellington St W / Bay St,55,False,"['key', 'transitcard', 'phone']","['South', 'Financial District']",416-723-3438,416-723-3438,500.0,True,{},,,,
7053,f8b06c56-e9c7-11ef-984e-124c66246c7d,Metro Hall Plaza,VAULT,43.645859,-79.38783,,Metro Hall Plaza,27,False,"['key', 'transitcard', 'phone']","['South', 'Financial District']",647-201-7794,647-201-7794,500.0,True,{},,,,
7054,f8b06ebe-e9c7-11ef-984e-124c66246c7d,Navy Wharf Crt / Bremner Blvd,REGULAR,43.640722,-79.391051,,Navy Wharf Ct. / Bremner Blvd.,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",416-662-2516,416-662-2516,500.0,True,{},,,,
7055,f8b07124-e9c7-11ef-984e-124c66246c7d,Jarvis St / Carlton St,REGULAR,43.66207,-79.37617,,Jarvis St / Carlton St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Church Wellesley / Yorkville']",416-722-3901,416-722-3901,500.0,True,{},,,,
7057,f8b075df-e9c7-11ef-984e-124c66246c7d,Simcoe St / Wellington St W South,VAULT,43.6458569,-79.3853654,,Simcoe St / Wellington St 1,27,False,"['key', 'transitcard', 'phone']","['South', 'Financial District']",647-641-2103,647-641-2103,500.0,True,{},M6a1a1,,,
7058,f8b07b6a-e9c7-11ef-984e-124c66246c7d,Huron St / Harbord St,VAULT,43.6637,-79.400053,,Huron/ Harbord St,39,False,"['key', 'transitcard', 'phone']","['South', 'Bloor St W / Annex', 'College St - Harbord St']",647-643-9725,647-643-9725,500.0,True,{},,,,
7059,f8b07e08-e9c7-11ef-984e-124c66246c7d,Front St W / Blue Jays Way,REGULAR,43.643473,-79.390477,,Front St W / Blue Jays Way,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",647-241-7299,647-241-7299,500.0,True,{},,,,
7061,f8b36909-e9c7-11ef-984e-124c66246c7d,Dalton Rd / Bloor St W,REGULAR,43.6662942,-79.4066433,,Dalton Rd / Bloor St W,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['North', 'Bloor St W / Annex']",647-643-9676,647-643-9676,500.0,True,{},M6G1A1,,,
7063,f8b370a6-e9c7-11ef-984e-124c66246c7d,Queen's Park / Bloor St W,REGULAR,43.668456,-79.393899,,Queen's Park / Bloor St W,23,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Church Wellesley / Yorkville']",647-632-5491,647-632-5491,500.0,True,{},,,,
7064,f8b37382-e9c7-11ef-984e-124c66246c7d,51 Parliament St,REGULAR,43.652169,-79.362841,,51 Parliament St,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-241-9519,647-241-9519,500.0,True,{},,,,
7065,f8b37621-e9c7-11ef-984e-124c66246c7d,Dundas St E / Parliament St,REGULAR,43.659575,-79.365769,,Dundas St E / Parliament St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",416-568-2679,416-568-2679,500.0,True,{},,,,
7066,f8b37ce4-e9c7-11ef-984e-124c66246c7d,Willcocks St / St. George St,REGULAR,43.662085,-79.397735,,Willcocks St / St. George St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'U of T - Hospital Row']",647-643-9624,647-643-9624,500.0,True,{},,,Willcocks St / St.George St,
7067,f8b37f77-e9c7-11ef-984e-124c66246c7d,Yonge St / Lake Shore Blvd E,VAULT,43.643795,-79.375413,,Yonge St / Harbour St,27,False,"['key', 'transitcard', 'phone']",[],647-643-9613,647-643-9613,500.0,True,{},,,,
7069,f8b387a8-e9c7-11ef-984e-124c66246c7d,Queen St W / Spadina Ave,REGULAR,43.649147,-79.395504,,Queen St W / Spadina Ave,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",647-622-8344,647-622-8344,500.0,True,{},,,,
7070,f8b54552-e9c7-11ef-984e-124c66246c7d,25 York St – Union Station South,REGULAR,43.643667,-79.380414,,25 York St – Union Station South,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",416-624-8596,416-624-8596,500.0,True,{},,,,
7071,f8b54cab-e9c7-11ef-984e-124c66246c7d,161 Bleecker St (South of Wellesley),REGULAR,43.666233,-79.373327,0.0,161 Bleecker St (South of Wellesley),23,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Church Wellesley / Yorkville']",647-643-9846,647-643-9846,500.0,True,{},,,,
7073,f8b55701-e9c7-11ef-984e-124c66246c7d,Spadina Ave / Fort York Blvd,REGULAR,43.640114,-79.393249,,Spadina Ave / Fort York Blvd,23,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",416-627-9646,416-627-9646,500.0,True,{},,,,
7074,f8b55d98-e9c7-11ef-984e-124c66246c7d,King St E / Church St,REGULAR,43.650204164723476,-79.37335141779099,,St James Park,55,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Financial District']",647-643-9718,647-643-9718,500.0,True,{},M5C 1G6,,,
7075,f8b5635f-e9c7-11ef-984e-124c66246c7d,Queens Quay W / Dan Leckie Way,ELECTRICBIKESTATION,43.636533,-79.395854,,Queens Quay W / Dan Leckie Way,27,True,"['key', 'transitcard', 'creditcard', 'phone']","['E-Charging ', 'South', 'Watefront']",416-669-9604,416-669-9604,500.0,True,{},,,,
7076,f8b56c10-e9c7-11ef-984e-124c66246c7d,York St / Queens Quay W,REGULAR,43.640132,-79.380464,,York St / Queens Quay W,57,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Watefront']",416-618-7456,416-618-7456,500.0,True,{},,,,
7077,f8b5703f-e9c7-11ef-984e-124c66246c7d,College Park South,REGULAR,43.65945682499,-79.38236466864778,,College Park South,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'U of T - Hospital Row']",647-643-9694,647-643-9694,500.0,True,{},,,,
7078,f8b57276-e9c7-11ef-984e-124c66246c7d,College St / Major St,REGULAR,43.6576,-79.4032,,College St / Major St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'College St - Harbord St']",647-643-9638,647-643-9638,500.0,True,{},,,,
7079,f8b574c7-e9c7-11ef-984e-124c66246c7d,McGill St / Church St,REGULAR,43.660694,-79.379052,,McGill St / Church St,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Church Wellesley / Yorkville']",437-999-8524,437-999-8524,500.0,True,{},,,,
7084,f8b5802b-e9c7-11ef-984e-124c66246c7d,High Park - Grenadier Cafe,REGULAR,43.645599,-79.4657123,,High Park - Grenadier Cafe,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['West', 'Bloor St W - High Park']",647-643-9563,647-643-9563,1609.34,True,{},,,,
7085,f8b582ac-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Westlake Ave,REGULAR,43.687323,-79.304848,,Danforth Ave / Westlake Ave,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-201-8853,647-201-8853,500.0,True,{},,,,
7086,f8b58521-e9c7-11ef-984e-124c66246c7d,High Park - West Rd,REGULAR,43.651922,-79.465693,,High Park - West Rd,23,False,"['key', 'transitcard', 'creditcard', 'phone']","['West', 'Bloor St W - High Park']",647-641-7093,647-641-7093,1609.34,True,{},1324,,,
7087,f8b58770-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Aldridge Ave,REGULAR,43.684758,-79.316767,,Danforth Ave / Aldridge Ave,11,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-641-9873,647-641-9873,1000.0,True,{},,,,
7088,f8b589b8-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Coxwell Ave,REGULAR,43.683378,-79.322961,0.0,Danforth Ave / Coxwell Ave,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-248-5891,647-248-5891,500.0,True,{},,,,
7089,f8b58be5-e9c7-11ef-984e-124c66246c7d,Church St  / Wood St,REGULAR,43.662712,-79.379903,102.08,Church St / Wood St,27,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Church Wellesley / Yorkville']",647-262-1148,647-262-1148,500.0,True,{},,,,
7090,f8b58e1d-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Lamb Ave,REGULAR,43.681991,-79.329455,,Danforth Ave / Lamb Ave,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-641-6203,647-641-6203,500.0,True,{},,,,
7091,f8b59052-e9c7-11ef-984e-124c66246c7d,Donlands Subway Station,REGULAR,43.681114,-79.3373885,,Donlands Station,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-669-1705,647-669-1705,1000.0,True,{},M4J 1P3,,,
7093,f8b594af-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Gough Ave,REGULAR,43.678401,-79.346289,,Danforth Ave / Gough Ave,24,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-669-1671,647-669-1671,500.0,True,{},,,,
7094,f8b596fc-e9c7-11ef-984e-124c66246c7d,14 Arundel Ave,ELECTRICBIKESTATION,43.6784834,-79.3513564,,14 Arundel Ave,25,True,"['key', 'transitcard', 'creditcard', 'phone']","['E-Charging ', 'East', 'Danforth']",14 Arundel Ave - EBS - @CP 87,14 Arundel Ave - EBS - @CP 87,500.0,True,{},M4K 3A2,,Arundel Ave - Chester Subway station,
7095,f8b59956-e9c7-11ef-984e-124c66246c7d,Danforth Ave / Ellerbeck St,REGULAR,43.677076,-79.35667,,Danforth Ave / Ellerbeck St,14,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Danforth']",647-669-1678,647-669-1678,500.0,True,{},,,,
7096,f8b59b95-e9c7-11ef-984e-124c66246c7d,Lower Don River Trail and Taylor Creek Trail,REGULAR,43.7027268,-79.33368089999999,,425 Don Mills Rd,19,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Thorncliffe Park - Sunnybrook']",647-669-3908,647-669-3908,500.0,True,{},M4J,,,
7097,f8b59dda-e9c7-11ef-984e-124c66246c7d,Riverdale Park North (Broadview Ave),REGULAR,43.671172,-79.354704,,Riverdale Park North (Broadview Ave),15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Leslieville - Woodbine']",647-643-9838,647-643-9838,500.0,True,{},,,,
7098,f8b5a018-e9c7-11ef-984e-124c66246c7d,Riverdale Park South (Broadview Ave),VAULT,43.667819,-79.35347,,Riverdale Park South (Broadview Ave),15,False,"['key', 'transitcard', 'phone']","['East', 'Leslieville - Woodbine']",450 Broadview Ave ,450 Broadview Ave ,500.0,True,{},,,,
7099,f8b5a254-e9c7-11ef-984e-124c66246c7d,Mill St / Cherry St,REGULAR,43.65141432968699,-79.35680471562972,,Cherry St / Mill St,39,False,"['key', 'transitcard', 'creditcard', 'phone']",['East'],647-640-7714,647-640-7714,500.0,True,{},M5A 4T3,,,
7100,f8b5a4b5-e9c7-11ef-984e-124c66246c7d,Dundas St E / Regent Park Blvd,REGULAR,43.660207,-79.361275,,Dundas St E / Regent Park Blvd,27,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-669-3847,647-669-3847,500.0,True,{},,,,
7101,f8b5a713-e9c7-11ef-984e-124c66246c7d,Lower Sherbourne St / The Esplanade,VAULT,43.648655,-79.367061,,Lower Sherbourne St / The Esplanade,27,False,"['key', 'transitcard', 'phone']","['East', 'Regent Park - Distillery']",647-641-5818,647-641-5818,500.0,True,{},,,,
7102,f8b5a9ed-e9c7-11ef-984e-124c66246c7d,Nelson St / Duncan St,REGULAR,43.648711,-79.389728,,Nelson St / Duncan St,26,False,"['key', 'transitcard', 'creditcard', 'phone']","['South', 'Fort York - Entertainment District']",647-641-5951,647-641-5951,500.0,True,{},,,,
7103,f8b5acd4-e9c7-11ef-984e-124c66246c7d,Jimmie Simpson Park (Queen St E),REGULAR,43.6605603,-79.3437663,,Jimmie Simpson Park (Queen St E),33,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Leslieville - Woodbine']",647-669-2521,647-669-2521,500.0,True,{},,,,
7104,f8b5af8b-e9c7-11ef-984e-124c66246c7d,King St E / River St,REGULAR,43.656784782853144,-79.35627385059036,,King St E / River St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-641-5813,647-641-5813,500.0,True,{},M5A 1M6,,,
7105,f8b5b246-e9c7-11ef-984e-124c66246c7d,Queen St E / Sackville St,REGULAR,43.6561111,-79.36138888888888,,Queen St E / Sackville St,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-290-7069,647-290-7069,500.0,True,{},,,,
7106,f8b5b504-e9c7-11ef-984e-124c66246c7d,Mill St / Tannery Rd,REGULAR,43.652151817184,-79.35458218097422,,Mill St / Tannery Rd,23,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-641-5839,647-641-5839,500.0,True,{},,,,
7107,f8b5b744-e9c7-11ef-984e-124c66246c7d,Cherry St / Distillery Ln,REGULAR,43.650279,-79.356832,,Cherry St / Distillery Ln,15,False,"['key', 'transitcard', 'creditcard', 'phone']","['East', 'Regent Park - Distillery']",647-669-2608,647-669-2608,500.0,True,{},,,,
7109,f8b5bbae-e9c7-11ef-984e-124c66246c7d,Seaton St / Dundas St E - SMART,SMARTMAPFRAME,43.658777,-79.369596,,Seaton St / Dundas St E,32,False,"['key', 'transitcard', 'phone']","['East', 'Regent Park - Distillery']",647-669-3971,647-669-3971,500.0,True,{},,,,
